HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Ipswich,Watford,1.00,1.00,0.00,0.00,17.00,5.00,5.00,2.00,10.00,7.00,5.00,1.00,1.00,3.00,0.00,0.00
Leeds,Barnsley,0.00,0.00,0.00,0.00,14.00,11.00,7.00,3.00,19.00,6.00,5.00,5.00,4.00,3.00,0.00,1.00
Millwall,Middlesbrough,0.00,2.00,0.00,0.00,3.00,10.00,2.00,5.00,15.00,7.00,4.00,10.00,1.00,2.00,0.00,0.00
QPR,Leicester,0.00,1.00,0.00,1.00,20.00,9.00,6.00,2.00,14.00,12.00,4.00,5.00,2.00,1.00,1.00,0.00
Reading,Wigan,1.00,2.00,0.00,2.00,21.00,13.00,4.00,4.00,11.00,16.00,7.00,4.00,1.00,5.00,0.00,0.00
Sheffield Weds,Bournemouth,1.00,2.00,0.00,2.00,16.00,11.00,3.00,5.00,10.00,13.00,5.00,3.00,1.00,1.00,0.00,0.00
Yeovil,Blackburn,0.00,1.00,0.00,0.00,11.00,25.00,4.00,10.00,13.00,10.00,5.00,12.00,3.00,0.00,0.00,0.00
Barnsley,Bolton,0.00,1.00,0.00,0.00,16.00,17.00,8.00,7.00,7.00,10.00,6.00,7.00,0.00,0.00,0.00,0.00
Blackburn,Sheffield Weds,0.00,0.00,0.00,0.00,12.00,4.00,4.00,1.00,13.00,13.00,4.00,4.00,2.00,0.00,0.00,0.00
Blackpool,Leeds,1.00,1.00,0.00,1.00,12.00,8.00,2.00,1.00,10.00,9.00,5.00,4.00,0.00,0.00,1.00,0.00
Bournemouth,Yeovil,3.00,0.00,0.00,0.00,25.00,13.00,8.00,2.00,9.00,14.00,6.00,5.00,1.00,4.00,0.00,0.00
Charlton,Brighton,3.00,2.00,1.00,1.00,12.00,17.00,3.00,4.00,4.00,14.00,2.00,8.00,0.00,2.00,0.00,0.00
Doncaster,Ipswich,0.00,3.00,0.00,2.00,6.00,13.00,2.00,8.00,14.00,19.00,2.00,5.00,1.00,0.00,0.00,0.00
Huddersfield,Derby,1.00,1.00,0.00,1.00,24.00,10.00,5.00,6.00,12.00,11.00,10.00,2.00,4.00,0.00,0.00,0.00
Leicester,Reading,1.00,0.00,1.00,0.00,21.00,7.00,7.00,1.00,13.00,9.00,1.00,7.00,1.00,2.00,0.00,0.00
Middlesbrough,Burnley,1.00,0.00,1.00,0.00,12.00,10.00,5.00,3.00,7.00,7.00,5.00,6.00,1.00,2.00,0.00,0.00
Nott'm Forest,QPR,2.00,0.00,1.00,0.00,17.00,13.00,7.00,2.00,13.00,11.00,4.00,9.00,1.00,1.00,0.00,0.00
Watford,Millwall,4.00,0.00,2.00,0.00,19.00,4.00,7.00,2.00,9.00,8.00,2.00,7.00,2.00,2.00,0.00,1.00
Wigan,Birmingham,0.00,0.00,0.00,0.00,12.00,7.00,3.00,1.00,10.00,10.00,4.00,5.00,2.00,0.00,0.00,1.00
Barnsley,Derby,1.00,2.00,0.00,1.00,19.00,14.00,3.00,4.00,16.00,12.00,3.00,3.00,2.00,1.00,0.00,0.00
Blackburn,Birmingham,2.00,3.00,0.00,3.00,25.00,11.00,6.00,6.00,4.00,10.00,8.00,5.00,2.00,2.00,0.00,0.00
Blackpool,Brighton,0.00,1.00,0.00,1.00,13.00,10.00,1.00,4.00,11.00,14.00,6.00,3.00,2.00,0.00,0.00,0.00
Bournemouth,Ipswich,1.00,1.00,0.00,0.00,20.00,15.00,7.00,4.00,5.00,13.00,16.00,9.00,0.00,1.00,0.00,0.00
Charlton,Sheffield Weds,1.00,1.00,0.00,0.00,10.00,21.00,1.00,5.00,10.00,5.00,4.00,4.00,2.00,2.00,0.00,0.00
Doncaster,Millwall,0.00,0.00,0.00,0.00,11.00,20.00,3.00,3.00,8.00,14.00,4.00,3.00,1.00,1.00,0.00,0.00
Huddersfield,Yeovil,5.00,1.00,3.00,1.00,29.00,12.00,12.00,4.00,9.00,16.00,3.00,7.00,0.00,1.00,0.00,0.00
Leicester,Bolton,5.00,3.00,3.00,3.00,13.00,11.00,5.00,5.00,4.00,9.00,4.00,2.00,2.00,3.00,0.00,0.00
Middlesbrough,Reading,3.00,0.00,2.00,0.00,22.00,5.00,9.00,2.00,14.00,14.00,3.00,6.00,3.00,2.00,0.00,1.00
Nott'm Forest,Leeds,2.00,1.00,1.00,0.00,17.00,10.00,6.00,1.00,15.00,10.00,3.00,4.00,1.00,3.00,0.00,0.00
Watford,QPR,0.00,0.00,0.00,0.00,10.00,10.00,4.00,1.00,11.00,13.00,2.00,3.00,2.00,2.00,0.00,0.00
Wigan,Burnley,0.00,0.00,0.00,0.00,17.00,10.00,4.00,2.00,6.00,13.00,4.00,3.00,1.00,1.00,0.00,0.00
Birmingham,Barnsley,1.00,1.00,1.00,0.00,13.00,18.00,4.00,8.00,9.00,7.00,4.00,3.00,0.00,0.00,0.00,0.00
Bolton,Middlesbrough,2.00,2.00,1.00,2.00,15.00,15.00,3.00,3.00,7.00,9.00,3.00,2.00,1.00,1.00,0.00,0.00
Brighton,Bournemouth,1.00,1.00,0.00,1.00,25.00,11.00,8.00,3.00,13.00,9.00,10.00,2.00,2.00,1.00,0.00,0.00
Burnley,Huddersfield,3.00,2.00,2.00,1.00,14.00,16.00,5.00,5.00,13.00,6.00,5.00,5.00,1.00,2.00,0.00,0.00
Derby,Wigan,0.00,1.00,0.00,0.00,7.00,9.00,1.00,2.00,12.00,15.00,6.00,6.00,0.00,3.00,0.00,0.00
Ipswich,Charlton,1.00,1.00,1.00,0.00,11.00,11.00,4.00,3.00,6.00,9.00,6.00,9.00,3.00,3.00,0.00,0.00
Leeds,Blackburn,1.00,2.00,0.00,2.00,13.00,13.00,4.00,5.00,7.00,8.00,4.00,4.00,4.00,1.00,0.00,0.00
Millwall,Leicester,1.00,3.00,0.00,1.00,15.00,12.00,6.00,4.00,9.00,13.00,4.00,1.00,2.00,2.00,0.00,0.00
QPR,Doncaster,2.00,1.00,0.00,1.00,19.00,14.00,6.00,2.00,17.00,8.00,5.00,4.00,2.00,1.00,0.00,0.00
Reading,Nott'm Forest,1.00,1.00,0.00,1.00,6.00,13.00,4.00,7.00,14.00,14.00,4.00,4.00,4.00,3.00,0.00,0.00
Sheffield Weds,Blackpool,2.00,0.00,0.00,0.00,22.00,8.00,8.00,0.00,14.00,15.00,3.00,6.00,2.00,1.00,0.00,0.00
Leicester,Derby,4.00,1.00,1.00,0.00,25.00,9.00,8.00,1.00,16.00,14.00,6.00,7.00,0.00,1.00,0.00,0.00
Blackburn,Doncaster,1.00,0.00,1.00,0.00,14.00,10.00,3.00,3.00,16.00,11.00,4.00,5.00,2.00,4.00,0.00,0.00
Blackpool,Middlesbrough,0.00,2.00,0.00,0.00,16.00,8.00,5.00,3.00,3.00,13.00,8.00,3.00,2.00,1.00,0.00,0.00
Bolton,Nott'm Forest,1.00,1.00,0.00,0.00,17.00,13.00,8.00,4.00,14.00,17.00,6.00,3.00,2.00,4.00,0.00,0.00
Brighton,Birmingham,1.00,0.00,0.00,0.00,17.00,6.00,7.00,1.00,11.00,10.00,8.00,6.00,3.00,3.00,0.00,0.00
Huddersfield,Millwall,1.00,0.00,0.00,0.00,17.00,10.00,5.00,3.00,5.00,13.00,5.00,5.00,0.00,3.00,0.00,0.00
Ipswich,QPR,1.00,3.00,0.00,0.00,16.00,11.00,4.00,6.00,7.00,9.00,5.00,4.00,1.00,1.00,0.00,0.00
Sheffield Weds,Leeds,6.00,0.00,2.00,0.00,19.00,5.00,8.00,1.00,13.00,8.00,3.00,1.00,3.00,1.00,0.00,1.00
Watford,Reading,0.00,1.00,0.00,1.00,19.00,15.00,5.00,1.00,16.00,13.00,5.00,3.00,2.00,4.00,1.00,0.00
Wigan,Bournemouth,3.00,0.00,1.00,0.00,22.00,14.00,10.00,5.00,10.00,7.00,4.00,8.00,1.00,0.00,0.00,0.00
Yeovil,Burnley,1.00,2.00,0.00,1.00,15.00,19.00,2.00,9.00,13.00,8.00,6.00,3.00,1.00,0.00,0.00,0.00
Barnsley,Blackpool,2.00,0.00,1.00,0.00,12.00,10.00,5.00,4.00,13.00,14.00,3.00,2.00,1.00,4.00,0.00,0.00
Birmingham,Yeovil,0.00,2.00,0.00,2.00,24.00,15.00,7.00,4.00,7.00,17.00,11.00,4.00,0.00,1.00,0.00,0.00
Bournemouth,Watford,1.00,1.00,0.00,1.00,21.00,8.00,6.00,2.00,10.00,7.00,8.00,5.00,2.00,1.00,0.00,1.00
Burnley,Sheffield Weds,1.00,1.00,1.00,1.00,23.00,9.00,6.00,3.00,6.00,15.00,10.00,2.00,1.00,4.00,0.00,0.00
Derby,Brighton,1.00,0.00,0.00,0.00,8.00,10.00,2.00,2.00,16.00,14.00,3.00,3.00,5.00,3.00,0.00,0.00
Doncaster,Wigan,3.00,0.00,1.00,0.00,10.00,7.00,5.00,1.00,13.00,12.00,7.00,7.00,2.00,1.00,0.00,0.00
Leeds,Leicester,0.00,1.00,0.00,0.00,14.00,10.00,4.00,1.00,15.00,19.00,4.00,4.00,1.00,3.00,0.00,0.00
Middlesbrough,Charlton,1.00,0.00,1.00,0.00,13.00,7.00,6.00,2.00,10.00,8.00,1.00,3.00,3.00,0.00,0.00,1.00
Millwall,Ipswich,1.00,0.00,1.00,0.00,11.00,9.00,3.00,5.00,8.00,12.00,3.00,7.00,1.00,2.00,0.00,0.00
Nott'm Forest,Blackburn,4.00,1.00,2.00,1.00,20.00,16.00,9.00,5.00,11.00,10.00,4.00,8.00,2.00,2.00,0.00,0.00
QPR,Huddersfield,2.00,1.00,0.00,0.00,19.00,15.00,6.00,6.00,13.00,11.00,13.00,3.00,3.00,0.00,0.00,0.00
Reading,Bolton,7.00,1.00,4.00,0.00,17.00,9.00,8.00,2.00,15.00,17.00,7.00,7.00,0.00,3.00,0.00,0.00
Blackburn,Derby,1.00,1.00,0.00,0.00,16.00,17.00,5.00,3.00,12.00,13.00,2.00,6.00,1.00,2.00,0.00,0.00
Blackpool,Doncaster,1.00,1.00,0.00,0.00,20.00,9.00,5.00,4.00,15.00,8.00,7.00,3.00,1.00,1.00,0.00,0.00
Ipswich,Reading,2.00,0.00,0.00,0.00,13.00,14.00,6.00,3.00,12.00,7.00,4.00,7.00,2.00,1.00,0.00,0.00
Leicester,Middlesbrough,2.00,0.00,0.00,0.00,13.00,9.00,4.00,1.00,8.00,12.00,7.00,3.00,0.00,1.00,0.00,0.00
Barnsley,Blackburn,2.00,2.00,1.00,2.00,14.00,20.00,4.00,6.00,11.00,7.00,6.00,6.00,1.00,1.00,0.00,0.00
Birmingham,Leicester,1.00,2.00,0.00,1.00,7.00,21.00,3.00,6.00,6.00,20.00,4.00,13.00,1.00,4.00,0.00,0.00
Bournemouth,Huddersfield,2.00,1.00,0.00,0.00,14.00,12.00,7.00,5.00,4.00,10.00,6.00,4.00,1.00,3.00,0.00,0.00
Burnley,Brighton,0.00,0.00,0.00,0.00,14.00,11.00,6.00,5.00,7.00,16.00,9.00,2.00,0.00,1.00,0.00,0.00
Derby,Yeovil,3.00,2.00,0.00,2.00,36.00,8.00,9.00,3.00,10.00,20.00,5.00,3.00,1.00,4.00,0.00,0.00
Doncaster,Charlton,3.00,0.00,2.00,0.00,20.00,3.00,7.00,0.00,9.00,16.00,7.00,1.00,0.00,1.00,0.00,1.00
Leeds,Ipswich,1.00,1.00,0.00,0.00,8.00,10.00,3.00,4.00,9.00,8.00,6.00,6.00,0.00,1.00,0.00,0.00
Middlesbrough,Wigan,0.00,0.00,0.00,0.00,11.00,11.00,3.00,3.00,15.00,12.00,4.00,5.00,2.00,2.00,0.00,0.00
Millwall,Sheffield Weds,1.00,1.00,0.00,0.00,13.00,9.00,6.00,3.00,11.00,7.00,7.00,4.00,2.00,1.00,1.00,1.00
QPR,Bolton,2.00,1.00,1.00,0.00,12.00,14.00,3.00,3.00,10.00,11.00,10.00,5.00,0.00,0.00,0.00,0.00
Reading,Blackpool,5.00,1.00,2.00,0.00,17.00,8.00,8.00,2.00,12.00,14.00,8.00,5.00,1.00,2.00,0.00,0.00
Nott'm Forest,Watford,4.00,2.00,0.00,1.00,19.00,17.00,10.00,4.00,7.00,10.00,9.00,8.00,1.00,2.00,0.00,0.00
Birmingham,Derby,3.00,3.00,0.00,0.00,11.00,19.00,4.00,9.00,17.00,12.00,5.00,8.00,1.00,4.00,0.00,0.00
Blackburn,Blackpool,2.00,0.00,1.00,0.00,13.00,12.00,2.00,1.00,9.00,18.00,6.00,4.00,1.00,2.00,0.00,0.00
Bournemouth,Leicester,0.00,1.00,0.00,0.00,12.00,23.00,1.00,7.00,8.00,7.00,5.00,7.00,3.00,1.00,0.00,0.00
Doncaster,Middlesbrough,0.00,0.00,0.00,0.00,12.00,12.00,1.00,1.00,6.00,18.00,9.00,1.00,1.00,1.00,0.00,0.00
Ipswich,Bolton,1.00,0.00,0.00,0.00,19.00,12.00,4.00,3.00,12.00,11.00,12.00,2.00,1.00,0.00,0.00,0.00
Leeds,Huddersfield,5.00,1.00,1.00,1.00,15.00,21.00,6.00,4.00,9.00,13.00,3.00,5.00,2.00,1.00,0.00,0.00
Millwall,Reading,0.00,3.00,0.00,1.00,8.00,13.00,5.00,8.00,14.00,8.00,6.00,5.00,2.00,2.00,0.00,0.00
QPR,Burnley,3.00,3.00,2.00,1.00,13.00,11.00,5.00,3.00,13.00,8.00,5.00,3.00,2.00,1.00,0.00,0.00
Sheffield Weds,Barnsley,1.00,0.00,0.00,0.00,19.00,7.00,4.00,3.00,10.00,15.00,11.00,5.00,1.00,1.00,1.00,2.00
Wigan,Charlton,2.00,1.00,0.00,1.00,28.00,5.00,7.00,2.00,7.00,14.00,14.00,3.00,2.00,1.00,0.00,0.00
Nott'm Forest,Yeovil,3.00,1.00,2.00,1.00,20.00,17.00,4.00,4.00,7.00,14.00,9.00,5.00,0.00,0.00,0.00,0.00
Watford,Brighton,2.00,0.00,1.00,0.00,11.00,15.00,5.00,1.00,17.00,15.00,3.00,4.00,2.00,1.00,0.00,0.00
Barnsley,Ipswich,2.00,2.00,1.00,0.00,10.00,23.00,3.00,8.00,13.00,8.00,2.00,10.00,0.00,0.00,0.00,0.00
Blackpool,Nott'm Forest,1.00,1.00,0.00,1.00,16.00,5.00,6.00,1.00,12.00,12.00,8.00,6.00,0.00,0.00,0.00,0.00
Bolton,Bournemouth,2.00,2.00,2.00,1.00,14.00,14.00,3.00,4.00,12.00,11.00,6.00,10.00,1.00,1.00,0.00,0.00
Brighton,Doncaster,1.00,0.00,0.00,0.00,17.00,5.00,6.00,2.00,9.00,13.00,8.00,2.00,1.00,4.00,0.00,1.00
Burnley,Millwall,3.00,1.00,2.00,1.00,22.00,7.00,11.00,2.00,10.00,11.00,10.00,3.00,1.00,2.00,0.00,0.00
Charlton,Birmingham,0.00,2.00,0.00,1.00,21.00,11.00,8.00,4.00,7.00,12.00,4.00,3.00,2.00,3.00,0.00,0.00
Huddersfield,Wigan,1.00,0.00,0.00,0.00,13.00,11.00,2.00,1.00,9.00,12.00,12.00,13.00,1.00,0.00,0.00,0.00
Leicester,Watford,2.00,2.00,1.00,2.00,18.00,9.00,3.00,3.00,9.00,10.00,10.00,6.00,1.00,3.00,0.00,0.00
Middlesbrough,Blackburn,0.00,0.00,0.00,0.00,14.00,6.00,6.00,1.00,10.00,8.00,16.00,3.00,2.00,0.00,0.00,0.00
Reading,Sheffield Weds,0.00,2.00,0.00,1.00,4.00,20.00,0.00,8.00,9.00,13.00,2.00,6.00,1.00,4.00,1.00,0.00
Yeovil,Leeds,1.00,2.00,1.00,0.00,11.00,20.00,1.00,5.00,14.00,13.00,7.00,6.00,1.00,1.00,0.00,0.00
Derby,QPR,1.00,0.00,1.00,0.00,9.00,10.00,2.00,3.00,17.00,14.00,10.00,6.00,2.00,4.00,0.00,0.00
Bolton,Burnley,0.00,1.00,0.00,0.00,13.00,8.00,4.00,3.00,7.00,5.00,11.00,3.00,1.00,1.00,0.00,0.00
Brighton,Leeds,1.00,0.00,0.00,0.00,16.00,9.00,2.00,4.00,15.00,10.00,2.00,2.00,1.00,3.00,0.00,0.00
Huddersfield,Nott'm Forest,0.00,3.00,0.00,0.00,18.00,15.00,1.00,5.00,7.00,6.00,6.00,2.00,2.00,1.00,0.00,0.00
Sheffield Weds,Wigan,0.00,3.00,0.00,2.00,17.00,11.00,7.00,5.00,9.00,12.00,6.00,3.00,2.00,2.00,0.00,0.00
Watford,Birmingham,1.00,0.00,1.00,0.00,10.00,9.00,3.00,3.00,16.00,5.00,8.00,4.00,2.00,0.00,0.00,0.00
Yeovil,Millwall,1.00,1.00,0.00,0.00,16.00,14.00,9.00,5.00,16.00,14.00,8.00,6.00,2.00,3.00,0.00,0.00
Birmingham,Huddersfield,1.00,2.00,0.00,1.00,8.00,12.00,6.00,6.00,7.00,13.00,1.00,3.00,1.00,4.00,0.00,0.00
Bournemouth,Burnley,1.00,1.00,0.00,0.00,13.00,7.00,6.00,1.00,12.00,9.00,8.00,4.00,2.00,0.00,0.00,0.00
Doncaster,Barnsley,2.00,2.00,1.00,1.00,18.00,13.00,6.00,5.00,15.00,14.00,5.00,8.00,0.00,1.00,0.00,0.00
Ipswich,Blackpool,0.00,0.00,0.00,0.00,13.00,11.00,2.00,3.00,10.00,12.00,3.00,3.00,0.00,3.00,0.00,0.00
Millwall,Bolton,1.00,1.00,0.00,1.00,22.00,10.00,6.00,2.00,14.00,11.00,10.00,2.00,3.00,2.00,0.00,0.00
Watford,Middlesbrough,1.00,0.00,0.00,0.00,11.00,15.00,4.00,4.00,13.00,10.00,2.00,7.00,2.00,1.00,1.00,1.00
QPR,Reading,1.00,3.00,1.00,1.00,16.00,6.00,6.00,4.00,16.00,18.00,3.00,10.00,4.00,3.00,0.00,1.00
Sheffield Weds,Derby,0.00,1.00,0.00,0.00,18.00,9.00,4.00,2.00,21.00,11.00,11.00,2.00,3.00,3.00,0.00,0.00
Wigan,Barnsley,2.00,0.00,2.00,0.00,12.00,16.00,5.00,2.00,12.00,6.00,6.00,3.00,1.00,3.00,0.00,0.00
Yeovil,Watford,0.00,0.00,0.00,0.00,12.00,10.00,4.00,2.00,12.00,13.00,8.00,5.00,2.00,1.00,0.00,0.00
Nott'm Forest,Leicester,2.00,2.00,2.00,1.00,16.00,19.00,6.00,5.00,11.00,8.00,9.00,9.00,2.00,2.00,0.00,1.00
Barnsley,Millwall,1.00,0.00,1.00,0.00,14.00,17.00,4.00,4.00,11.00,14.00,4.00,4.00,1.00,2.00,0.00,0.00
Blackpool,Birmingham,1.00,2.00,1.00,0.00,13.00,12.00,7.00,7.00,13.00,9.00,4.00,5.00,2.00,0.00,1.00,0.00
Bolton,Watford,2.00,0.00,2.00,0.00,16.00,12.00,9.00,5.00,9.00,15.00,5.00,6.00,1.00,3.00,0.00,0.00
Brighton,Wigan,1.00,2.00,0.00,1.00,23.00,7.00,6.00,2.00,8.00,7.00,10.00,4.00,0.00,1.00,0.00,0.00
Burnley,Nott'm Forest,3.00,1.00,3.00,0.00,16.00,11.00,6.00,4.00,9.00,13.00,7.00,3.00,0.00,2.00,0.00,0.00
Charlton,QPR,1.00,0.00,0.00,0.00,14.00,12.00,3.00,0.00,8.00,10.00,5.00,2.00,1.00,0.00,0.00,0.00
Derby,Bournemouth,1.00,0.00,0.00,0.00,13.00,10.00,2.00,1.00,10.00,10.00,8.00,4.00,2.00,4.00,0.00,0.00
Huddersfield,Sheffield Weds,0.00,2.00,0.00,1.00,16.00,12.00,4.00,2.00,12.00,20.00,5.00,3.00,2.00,3.00,0.00,0.00
Leicester,Ipswich,3.00,0.00,2.00,0.00,15.00,10.00,5.00,1.00,8.00,9.00,4.00,2.00,1.00,1.00,0.00,0.00
Middlesbrough,Leeds,0.00,0.00,0.00,0.00,11.00,7.00,3.00,0.00,7.00,8.00,6.00,2.00,1.00,1.00,0.00,0.00
Reading,Blackburn,0.00,1.00,0.00,1.00,17.00,6.00,1.00,3.00,12.00,20.00,9.00,4.00,3.00,4.00,0.00,0.00
Yeovil,Doncaster,1.00,0.00,0.00,0.00,12.00,14.00,5.00,2.00,14.00,12.00,6.00,6.00,0.00,3.00,0.00,0.00
Bolton,Blackburn,4.00,0.00,2.00,0.00,24.00,12.00,9.00,4.00,13.00,12.00,5.00,0.00,1.00,1.00,0.00,0.00
Bournemouth,Doncaster,5.00,0.00,2.00,0.00,26.00,8.00,11.00,2.00,8.00,11.00,10.00,0.00,0.00,3.00,0.00,0.00
Burnley,Derby,2.00,0.00,1.00,0.00,13.00,15.00,3.00,3.00,10.00,8.00,5.00,3.00,2.00,1.00,0.00,1.00
Huddersfield,Barnsley,5.00,0.00,2.00,0.00,22.00,6.00,9.00,2.00,16.00,13.00,8.00,6.00,0.00,4.00,0.00,0.00
Ipswich,Birmingham,1.00,0.00,1.00,0.00,13.00,4.00,7.00,1.00,14.00,10.00,3.00,5.00,1.00,2.00,0.00,0.00
Leicester,Charlton,3.00,0.00,1.00,0.00,18.00,5.00,8.00,1.00,9.00,8.00,3.00,0.00,1.00,2.00,0.00,0.00
Millwall,Brighton,0.00,1.00,0.00,1.00,10.00,5.00,4.00,2.00,5.00,13.00,5.00,4.00,1.00,2.00,0.00,0.00
Nott'm Forest,Wigan,1.00,4.00,0.00,1.00,10.00,20.00,2.00,6.00,11.00,9.00,2.00,7.00,1.00,1.00,0.00,0.00
QPR,Leeds,1.00,1.00,1.00,1.00,8.00,8.00,4.00,4.00,9.00,18.00,3.00,3.00,2.00,3.00,0.00,0.00
Reading,Yeovil,1.00,1.00,0.00,1.00,29.00,8.00,8.00,3.00,12.00,14.00,21.00,4.00,2.00,3.00,0.00,3.00
Sheffield Weds,Middlesbrough,1.00,0.00,0.00,0.00,18.00,7.00,6.00,4.00,11.00,22.00,6.00,5.00,2.00,1.00,0.00,1.00
Watford,Blackpool,4.00,0.00,3.00,0.00,15.00,12.00,7.00,2.00,9.00,12.00,8.00,4.00,1.00,1.00,0.00,0.00
Barnsley,Nott'm Forest,1.00,0.00,0.00,0.00,14.00,19.00,2.00,4.00,13.00,12.00,6.00,7.00,4.00,2.00,0.00,0.00
Birmingham,QPR,0.00,2.00,0.00,1.00,12.00,12.00,5.00,4.00,11.00,11.00,4.00,1.00,2.00,0.00,0.00,0.00
Blackpool,Bournemouth,0.00,1.00,0.00,0.00,17.00,12.00,3.00,5.00,14.00,8.00,6.00,2.00,3.00,0.00,0.00,0.00
Brighton,Reading,1.00,1.00,1.00,0.00,6.00,26.00,1.00,5.00,11.00,10.00,2.00,10.00,2.00,3.00,1.00,0.00
Derby,Millwall,0.00,1.00,0.00,0.00,14.00,8.00,3.00,5.00,7.00,12.00,9.00,0.00,0.00,2.00,0.00,0.00
Doncaster,Huddersfield,2.00,0.00,1.00,0.00,14.00,7.00,4.00,2.00,8.00,16.00,7.00,7.00,0.00,0.00,0.00,0.00
Leeds,Bolton,1.00,5.00,0.00,1.00,19.00,13.00,5.00,8.00,13.00,5.00,12.00,2.00,1.00,1.00,0.00,0.00
Middlesbrough,Ipswich,2.00,0.00,2.00,0.00,14.00,7.00,3.00,1.00,14.00,8.00,10.00,4.00,1.00,2.00,0.00,0.00
Yeovil,Sheffield Weds,2.00,0.00,1.00,0.00,10.00,14.00,4.00,1.00,11.00,18.00,0.00,5.00,1.00,3.00,0.00,1.00
Blackburn,Burnley,1.00,2.00,1.00,0.00,14.00,12.00,6.00,4.00,13.00,9.00,7.00,3.00,2.00,1.00,0.00,0.00
Barnsley,Leicester,0.00,3.00,0.00,1.00,7.00,24.00,0.00,10.00,7.00,9.00,3.00,7.00,0.00,0.00,0.00,0.00
Blackpool,Millwall,1.00,0.00,1.00,0.00,13.00,17.00,3.00,6.00,23.00,18.00,6.00,5.00,4.00,1.00,0.00,0.00
Brighton,QPR,2.00,0.00,0.00,0.00,6.00,21.00,3.00,8.00,13.00,7.00,4.00,8.00,1.00,0.00,0.00,0.00
Derby,Bolton,0.00,0.00,0.00,0.00,18.00,8.00,6.00,4.00,7.00,16.00,10.00,3.00,0.00,2.00,0.00,0.00
Doncaster,Watford,2.00,1.00,1.00,0.00,18.00,10.00,7.00,2.00,11.00,12.00,5.00,2.00,3.00,4.00,0.00,1.00
Leeds,Reading,2.00,4.00,0.00,1.00,15.00,14.00,8.00,6.00,12.00,13.00,4.00,7.00,1.00,0.00,0.00,0.00
Middlesbrough,Nott'm Forest,1.00,1.00,0.00,0.00,16.00,16.00,3.00,3.00,9.00,10.00,5.00,6.00,0.00,1.00,0.00,0.00
Yeovil,Ipswich,0.00,1.00,0.00,1.00,8.00,18.00,1.00,6.00,12.00,19.00,3.00,8.00,1.00,2.00,0.00,0.00
Birmingham,Burnley,3.00,3.00,0.00,1.00,11.00,22.00,6.00,4.00,10.00,10.00,3.00,8.00,2.00,1.00,0.00,0.00
Blackburn,Bournemouth,0.00,1.00,0.00,0.00,14.00,15.00,4.00,6.00,6.00,8.00,12.00,6.00,0.00,1.00,0.00,0.00
Charlton,Huddersfield,0.00,0.00,0.00,0.00,14.00,11.00,4.00,5.00,10.00,8.00,12.00,6.00,1.00,1.00,0.00,0.00
Wigan,Sheffield Weds,1.00,0.00,0.00,0.00,14.00,7.00,4.00,1.00,14.00,15.00,11.00,4.00,2.00,1.00,0.00,0.00
Bolton,Brighton,0.00,2.00,0.00,1.00,21.00,14.00,3.00,5.00,7.00,12.00,12.00,1.00,0.00,0.00,0.00,0.00
Bournemouth,Middlesbrough,0.00,0.00,0.00,0.00,18.00,5.00,3.00,1.00,13.00,13.00,10.00,4.00,1.00,3.00,0.00,0.00
Burnley,Leeds,2.00,1.00,1.00,1.00,13.00,15.00,1.00,4.00,14.00,20.00,6.00,7.00,1.00,1.00,0.00,0.00
Huddersfield,Blackburn,2.00,4.00,1.00,1.00,17.00,12.00,6.00,9.00,9.00,14.00,6.00,4.00,0.00,1.00,0.00,0.00
Ipswich,Wigan,1.00,3.00,1.00,2.00,12.00,9.00,3.00,3.00,10.00,17.00,7.00,3.00,2.00,2.00,0.00,0.00
Leicester,Blackpool,3.00,1.00,0.00,1.00,25.00,5.00,8.00,1.00,10.00,8.00,6.00,1.00,2.00,2.00,0.00,0.00
Millwall,Charlton,0.00,0.00,0.00,0.00,15.00,12.00,3.00,3.00,8.00,16.00,6.00,7.00,3.00,3.00,0.00,0.00
Nott'm Forest,Doncaster,0.00,0.00,0.00,0.00,14.00,13.00,7.00,3.00,8.00,8.00,8.00,6.00,1.00,3.00,0.00,0.00
QPR,Yeovil,3.00,0.00,1.00,0.00,21.00,13.00,8.00,1.00,11.00,16.00,7.00,3.00,0.00,3.00,0.00,0.00
Reading,Derby,0.00,0.00,0.00,0.00,12.00,17.00,2.00,3.00,16.00,13.00,2.00,7.00,2.00,2.00,0.00,0.00
Sheffield Weds,Birmingham,4.00,1.00,2.00,0.00,12.00,9.00,5.00,2.00,13.00,15.00,4.00,1.00,1.00,1.00,0.00,0.00
Watford,Barnsley,3.00,0.00,2.00,0.00,11.00,10.00,7.00,1.00,17.00,8.00,4.00,1.00,1.00,2.00,0.00,0.00
Charlton,Bournemouth,1.00,0.00,0.00,0.00,11.00,10.00,6.00,3.00,13.00,17.00,5.00,7.00,4.00,1.00,0.00,0.00
Sheffield Weds,QPR,3.00,0.00,1.00,0.00,24.00,5.00,7.00,2.00,15.00,7.00,9.00,1.00,1.00,0.00,0.00,1.00
Wigan,Yeovil,3.00,3.00,0.00,0.00,15.00,12.00,8.00,4.00,13.00,14.00,5.00,2.00,3.00,3.00,0.00,0.00
Barnsley,Bournemouth,0.00,1.00,0.00,0.00,11.00,22.00,3.00,9.00,15.00,5.00,6.00,13.00,2.00,1.00,0.00,0.00
